PROP_OBJECT_IDENTIFIER,PROP_OBJECT_NAME,PROP_DESCRIPTION
OBJECT_MULTI_STATE_VALUE_3002478,NAE08/FC-1.9-UP-88.OCC-SCHEDULE,Occupancy Schedule
OBJECT_MULTI_STATE_VALUE_3002479,NAE08/FC-1.9-UP-88.FAN-OUTSTATE,State
OBJECT_MULTI_STATE_VALUE_3002480,NAE08/FC-1.9-UP-88.SAD-OUTSTATE,State
OBJECT_MULTI_STATE_VALUE_3002486,NAE08/FC-1.9-UP-88.SAFLOW-OUTSTATE,State
OBJECT_MULTI_STATE_VALUE_3002491,NAE08/FC-1.9-UP-88.WC-C,WarmupCooldown
OBJECT_MULTI_STATE_VALUE_3002492,NAE08/FC-1.9-UP-88.WC-S,State
OBJECT_MULTI_STATE_VALUE_3002494,NAE08/FC-1.9-UP-88.AUTOCAL-STATE,Autocalibration Status
OBJECT_MULTI_STATE_VALUE_3002502,NAE08/FC-1.9-UP-88.UNITEN-STATE,State
OBJECT_MULTI_STATE_VALUE_3002503,NAE08/FC-1.9-UP-88.WC-STATE,WarmupCooldown Status
OBJECT_MULTI_STATE_VALUE_3002505,NAE08/FC-1.9-UP-88.UNOCC-STATE,Unocc Status
OBJECT_MULTI_STATE_VALUE_3002506,NAE08/FC-1.9-UP-88.ZNT-STATE,State
OBJECT_MULTI_STATE_VALUE_3002507,NAE08/FC-1.9-UP-88.EFF-OCC,
OBJECT_MULTI_STATE_VALUE_3002527,NAE08/FC-1.8-UP-101.Z1-OCC-MODE,Zone 1 Occupancy Mode
OBJECT_MULTI_STATE_VALUE_3002541,NAE08/FC-1.8-UP-101.OCC-SCHEDULE,Occupancy Schedule
OBJECT_MULTI_STATE_VALUE_3002587,NAE08/FC-1.NAE8-T1-FEC64.Z3-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3002618,NAE08/FC-1.7-UP-93.Z1-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3002624,NAE08/FC-1.7-UP-93.OCC-SCHEDULE,Occupancy Schedule
OBJECT_MULTI_STATE_VALUE_3003346,NAE08/FC-1.9-UP-88.OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3003805,NAE08/FC-1.8-UP-102.Z1-OCC-MODE,Occupancy Status Display
OBJECT_MULTI_STATE_VALUE_3003813,NAE08/FC-1.8-UP-102.OCC-SCHEDULE,Occupancy Schedule
OBJECT_MULTI_STATE_VALUE_3004321,NAE08/FC-1.NAE8-T1-FEC45.CU State,Output (Enum)
OBJECT_MULTI_STATE_VALUE_3004322,NAE08/FC-1.NAE8-T1-FEC45.Control Mode,CS Input (Enum)
OBJECT_MULTI_STATE_VALUE_3004325,NAE08/FC-1.NAE8-T1-FEC45.Mode,Mode
OBJECT_MULTI_STATE_VALUE_3004326,NAE08/FC-1.NAE8-T1-FEC45.DATSP-STATE,State
OBJECT_MULTI_STATE_VALUE_3004344,NAE08/FC-1.NAE8-T1-FEC58.CU State,Output (Enum)
OBJECT_MULTI_STATE_VALUE_3004345,NAE08/FC-1.NAE8-T1-FEC58.Control Mode,CS Input (Enum)
OBJECT_MULTI_STATE_VALUE_3004348,NAE08/FC-1.NAE8-T1-FEC58.Mode,Mode
OBJECT_MULTI_STATE_VALUE_3004349,NAE08/FC-1.NAE8-T1-FEC58.DATSP-STATE,State
OBJECT_MULTI_STATE_VALUE_3004366,NAE08/FC-1.NAE8-T1-FEC81.CU State,Output (Enum)
OBJECT_MULTI_STATE_VALUE_3004367,NAE08/FC-1.NAE8-T1-FEC81.Control Mode,CS Input (Enum)
OBJECT_MULTI_STATE_VALUE_3004370,NAE08/FC-1.NAE8-T1-FEC81.Mode,Mode
OBJECT_MULTI_STATE_VALUE_3004371,NAE08/FC-1.NAE8-T1-FEC81.DATSP-STATE,State
OBJECT_TRENDLOG_3000005,NAE08/Memory Usage Trend Log,
OBJECT_TRENDLOG_3000731,NAE08/FC-1.NAE8-T1-FEC81.FLOOR-P1.Trend1,
OBJECT_TRENDLOG_3000733,NAE08/FC-1.NAE8-T1-FEC81.FLOOR-P2.Trend1,
OBJECT_TRENDLOG_3000736,NAE08/FC-1.NAE8-T1-FEC81.SF-S.Trend1,
OBJECT_TRENDLOG_3000737,NAE08/FC-1.NAE8-T1-FEC81.SF-O.Trend1,
OBJECT_TRENDLOG_3000739,NAE08/FC-1.NAE8-T1-FEC81.SA-T.Trend1,
OBJECT_TRENDLOG_3000740,NAE08/FC-1.NAE8-T1-FEC81.ZN1-T.Trend1,
OBJECT_TRENDLOG_3000741,NAE08/FC-1.NAE8-T1-FEC81.ZN2-T.Trend1,
OBJECT_TRENDLOG_3000742,NAE08/FC-1.NAE8-T1-FEC81.ZN3-T.Trend1,
OBJECT_TRENDLOG_3000743,NAE08/FC-1.NAE8-T1-FEC81.ZN4-T.Trend1,
OBJECT_TRENDLOG_3000747,NAE08/FC-1.NAE8-T1-FEC58.FLOOR-P1.Trend1,
OBJECT_TRENDLOG_3000749,NAE08/FC-1.NAE8-T1-FEC58.FLOOR-P2.Trend1,
OBJECT_TRENDLOG_3000752,NAE08/FC-1.NAE8-T1-FEC58.SF-S.Trend1,
OBJECT_TRENDLOG_3000753,NAE08/FC-1.NAE8-T1-FEC58.SF-O.Trend1,
OBJECT_TRENDLOG_3000755,NAE08/FC-1.NAE8-T1-FEC58.SA-T.Trend1,
OBJECT_TRENDLOG_3000756,NAE08/FC-1.NAE8-T1-FEC58.ZN1-T.Trend1,
OBJECT_TRENDLOG_3000757,NAE08/FC-1.NAE8-T1-FEC58.ZN2-T.Trend1,
OBJECT_TRENDLOG_3000758,NAE08/FC-1.NAE8-T1-FEC58.ZN3-T.Trend1,
OBJECT_TRENDLOG_3000759,NAE08/FC-1.NAE8-T1-FEC58.ZN4-T.Trend1,
OBJECT_TRENDLOG_3000763,NAE08/FC-1.NAE8-T1-FEC45.FLOOR-P1.Trend1,
OBJECT_TRENDLOG_3000765,NAE08/FC-1.NAE8-T1-FEC45.FLOOR-P2.Trend1,
OBJECT_TRENDLOG_3000768,NAE08/FC-1.NAE8-T1-FEC45.SF-S.Trend1,
OBJECT_TRENDLOG_3000769,NAE08/FC-1.NAE8-T1-FEC45.SF-O.Trend1,
OBJECT_TRENDLOG_3000771,NAE08/FC-1.NAE8-T1-FEC45.SA-T.Trend1,
OBJECT_TRENDLOG_3000772,NAE08/FC-1.NAE8-T1-FEC45.ZN1-T.Trend1,
OBJECT_TRENDLOG_3000773,NAE08/FC-1.NAE8-T1-FEC45.ZN2-T.Trend1,
OBJECT_TRENDLOG_3000774,NAE08/FC-1.NAE8-T1-FEC45.ZN3-T.Trend1,
OBJECT_TRENDLOG_3000775,NAE08/FC-1.NAE8-T1-FEC45.ZN4-T.Trend1,
OBJECT_TRENDLOG_3001115,NAE08/FC-1.NAE08-T1-FEC70.ZN2-T.Trend1,
OBJECT_TRENDLOG_3001116,NAE08/FC-1.NAE8-T1-FEC71.ZN2-T.Trend1,
OBJECT_TRENDLOG_3001117,NAE08/FC-1.NAE8-T1-FEC71.ZN1-T.Trend1,
OBJECT_TRENDLOG_3001118,NAE08/FC-1.NAE8-T1-FEC72.ZN2-T.Trend1,
OBJECT_TRENDLOG_3001119,NAE08/FC-1.NAE8-T1-FEC72.ZN1-T.Trend1,
OBJECT_TRENDLOG_3001120,NAE08/FC-1.NAE8-T1-FEC73.ZN2-T.Trend1,
OBJECT_TRENDLOG_3001121,NAE08/FC-1.NAE8-T1-FEC73.ZN1-T.Trend1,
OBJECT_TRENDLOG_3001122,NAE08/FC-1.NAE8-T1-FEC74.ZN2-T.Trend1,
OBJECT_TRENDLOG_3001123,NAE08/FC-1.NAE8-T1-FEC74.ZN1-T.Trend1,
OBJECT_TRENDLOG_3001124,NAE08/FC-1.NAE8-T1-FEC75.ZN2-T.Trend1,
OBJECT_TRENDLOG_3001125,NAE08/FC-1.NAE8-T1-FEC75.ZN1-T.Trend1,
OBJECT_TRENDLOG_3001126,NAE08/FC-1.NAE8-T1-FEC76.ZN2-T.Trend1,
OBJECT_TRENDLOG_3001127,NAE08/FC-1.NAE8-T1-FEC76.ZN1-T.Trend1,
OBJECT_TRENDLOG_3001128,NAE08/FC-1.NAE8-T1-FEC77.ZN2-T.Trend1,
OBJECT_TRENDLOG_3001129,NAE08/FC-1.NAE8-T1-FEC77.ZN1-T.Trend1,
OBJECT_TRENDLOG_3001130,NAE08/FC-1.NAE8-T1-FEC78.ZN2-T.Trend1,
OBJECT_TRENDLOG_3001131,NAE08/FC-1.NAE8-T1-FEC78.ZN1-T.Trend1,
OBJECT_TRENDLOG_3001132,NAE08/FC-1.NAE8-T1-FEC79.ZN2-T.Trend1,
OBJECT_TRENDLOG_3001133,NAE08/FC-1.NAE8-T1-FEC79.ZN1-T.Trend1,
OBJECT_TRENDLOG_3001134,NAE08/FC-1.NAE8-T1-FEC80.ZN2-T.Trend1,
OBJECT_TRENDLOG_3001135,NAE08/FC-1.NAE8-T1-FEC80.ZN1-T.Trend1,
OBJECT_TRENDLOG_3002166,NAE08/FC-1.NAE8-T1-FEC81.SF-S.Trend2,
OBJECT_TRENDLOG_3002167,NAE08/FC-1.NAE8-T1-FEC58.SF-S.Trend2,
OBJECT_TRENDLOG_3002168,NAE08/FC-1.NAE8-T1-FEC45.SF-S.Trend2,
OBJECT_TRENDLOG_3002275,NAE08/FC-1.9-UP-86.ZN2-T.Trend1,
OBJECT_TRENDLOG_3002439,NAE08/FC-1.9-UP-86.ZN2-DAD-%.Trend1,
OBJECT_TRENDLOG_3002444,NAE08/FC-1.9-UP-86.ZN1-T.Trend1,
OBJECT_TRENDLOG_3002445,NAE08/FC-1.9-UP-86.DAD1-O.Trend1,
OBJECT_TRENDLOG_3002616,NAE08/FC-1.7-UP-93.Trend1,
OBJECT_TRENDLOG_3002873,NAE08/FC-1.NAE8-T1-FEC81.HT-A.Trend1,
OBJECT_TRENDLOG_3003118,NAE08/FC-1.NAE8-T1-FEC71.DAD1-O.Trend1,9-UP-7 Damper
OBJECT_TRENDLOG_3003119,NAE08/FC-1.NAE8-T1-FEC79.DAD1-O.Trend1,9th- zone B corner dampr
OBJECT_TRENDLOG_3003149,NAE08/FC-1.NAE8-T1-FEC45.SAT-SP.Trend1,
OBJECT_TRENDLOG_3003150,NAE08/FC-1.NAE8-T1-FEC81.SAT-SP.Trend1,
OBJECT_TRENDLOG_3003413,NAE08/FC-1.9-UP-87.ZN-T.Trend1,
OBJECT_TRENDLOG_3003419,NAE08/FC-1.9-UP-89.ZN-T.Trend1,
OBJECT_TRENDLOG_3004244,NAE08/FC-1.NAE8-T1-FEC69.ZN1-T.Trend1,
OBJECT_TRENDLOG_3004267,NAE08/FC-1.NAE8-T1-FEC58.RA-CO2D.Trend1,
OBJECT_TRENDLOG_3004268,NAE08/FC-1.NAE8-T1-FEC58.SAT-SP.Trend1,
OBJECT_TRENDLOG_3004292,NAE08/Event Rate Trend Log,
OBJECT_TRENDLOG_3004383,NAE08/FC-1.NAE8-T1-FEC58.Eff OA Flow Setpoint.Trend1,
OBJECT_TRENDLOG_3004384,NAE08/FC-1.NAE8-T1-FEC58.OA-F.Trend1,
OBJECT_TRENDLOG_3004385,NAE08/FC-1.NAE8-T1-FEC58.RA-CO2E.Trend1,
OBJECT_TRENDLOG_3004386,NAE08/FC-1.NAE8-T1-FEC45.Floor Max CO2.Trend1,
OBJECT_TRENDLOG_3004387,NAE08/FC-1.NAE8-T1-FEC58.Floor Max CO2.Trend1,
OBJECT_TRENDLOG_3004388,NAE08/FC-1.NAE8-T1-FEC81.Floor Max CO2.Trend1,
OBJECT_TRENDLOG_3004405,NAE08/FC-1.NAE8-T1-FEC58.RAT-SP.Trend1,
OBJECT_TRENDLOG_3004406,NAE08/FC-1.NAE8-T1-FEC58.DAT-SP-RAT.Trend1,
OBJECT_TRENDLOG_3004407,NAE08/FC-1.NAE8-T1-FEC58.CLG-O.Trend1,
OBJECT_TRENDLOG_3004408,NAE08/FC-1.NAE8-T1-FEC81.CLG-O.Trend1,
